Human_ENSEMBL,Human_GeneName,Zebrafish_ENSEMBL,Zebrafish_GeneName
ENSG00000277399,GPR179,ENSDARG00000102310,si:ch211-156l18.8
ENSG00000111796,KLRB1,ENSDARG00000074732,BX682234.1
ENSG00000111796,KLRB1,ENSDARG00000052656,si:ch211-193e13.5
ENSG00000111796,KLRB1,ENSDARG00000088023,si:dkey-26c10.5
ENSG00000111796,KLRB1,ENSDARG00000090945,si:ch211-170d8.8
ENSG00000274211,SOCS7,ENSDARG00000077018,socs7
ENSG00000133884,DPF2,ENSDARG00000012219,dpf2
ENSG00000133884,DPF2,ENSDARG00000037291,dpf2l
ENSG00000105048,TNNT1,ENSDARG00000037954,tnnt1
ENSG00000135406,PRPH,ENSDARG00000028306,prph
ENSG00000277363,SRCIN1,ENSDARG00000101812,zgc:114120
ENSG00000277363,SRCIN1,ENSDARG00000059773,SRCIN1
ENSG00000123352,SPATS2,ENSDARG00000104316,CABZ01078055.1
ENSG00000166439,RNF169,ENSDARG00000042825,rnf169
ENSG00000118363,SPCS2,ENSDARG00000042823,spcs2
ENSG00000162139,NEU3,ENSDARG00000058327,neu3.3
ENSG00000162139,NEU3,ENSDARG00000096368,neu3.5
ENSG00000162139,NEU3,ENSDARG00000096381,neu3.4
ENSG00000162139,NEU3,ENSDARG00000096382,neu3.1
ENSG00000162139,NEU3,ENSDARG00000010047,neu3.2
ENSG00000170903,MSANTD4,ENSDARG00000018040,msantd4
ENSG00000111450,STX2,ENSDARG00000004618,stx2a
ENSG00000111450,STX2,ENSDARG00000068217,stx2b
ENSG00000182359,KBTBD3,ENSDARG00000060512,kbtbd3
ENSG00000033627,ATP6V0A1,ENSDARG00000020847,atp6v0a1a
ENSG00000033627,ATP6V0A1,ENSDARG00000015174,atp6v0a1b
ENSG00000149313,AASDHPPT,ENSDARG00000037501,aasdhppt
ENSG00000205531,NAP1L4,ENSDARG00000068868,nap1l4b
ENSG00000116329,OPRD1,ENSDARG00000041660,oprd1a
ENSG00000116329,OPRD1,ENSDARG00000037159,oprd1b
ENSG00000089163,SIRT4,ENSDARG00000010415,sirt4
ENSG00000138085,ATRAID,ENSDARG00000043388,atraid
ENSG00000135097,MSI1,ENSDARG00000010710,msi1
ENSG00000135097,MSI1,ENSDARG00000041299,zgc:110796
ENSG00000135097,MSI1,ENSDARG00000102015,CABZ01037298.1
ENSG00000011007,ELOA,ENSDARG00000102365,eloa
ENSG00000117305,HMGCL,ENSDARG00000021220,hmgcl
ENSG00000155755,TMEM237,ENSDARG00000074248,tmem237b
ENSG00000155755,TMEM237,ENSDARG00000041735,tmem237a
ENSG00000111786,SRSF9,ENSDARG00000008097,srsf9
ENSG00000167646,DNAAF3,ENSDARG00000092662,dnaaf3
ENSG00000167646,DNAAF3,ENSDARG00000036304,dnaaf3l
ENSG00000179163,FUCA1,ENSDARG00000035879,fuca1.2
ENSG00000179163,FUCA1,ENSDARG00000035890,fuca1.1
ENSG00000111432,FZD10,ENSDARG00000068213,fzd10
ENSG00000198056,PRIM1,ENSDARG00000040163,prim1
ENSG00000177917,ARL6IP6,ENSDARG00000071013,arl6ip6
ENSG00000139154,AEBP2,ENSDARG00000006038,aebp2
ENSG00000154146,NRGN,ENSDARG00000069361,spa17
ENSG00000154146,NRGN,ENSDARG00000039626,nrgna
ENSG00000175093,SPSB4,ENSDARG00000040538,spsb4b
ENSG00000149564,ESAM,ENSDARG00000076639,esamb
ENSG00000149564,ESAM,ENSDARG00000077039,esama
ENSG00000149564,ESAM,ENSDARG00000100223,gpa33a
ENSG00000135940,COX5B,ENSDARG00000015978,COX5B
ENSG00000135940,COX5B,ENSDARG00000113254,COX5B
ENSG00000121542,SEC22A,ENSDARG00000078328,sec22a
ENSG00000120458,MSANTD2,ENSDARG00000079474,MSANTD2
ENSG00000052126,PLEKHA5,ENSDARG00000045870,plekha5
ENSG00000173175,ADCY5,ENSDARG00000091342,adcy5
ENSG00000180089,TMEM86B,ENSDARG00000038296,tmem86b
ENSG00000154134,ROBO3,ENSDARG00000042646,zgc:77784
ENSG00000154134,ROBO3,ENSDARG00000005645,robo3
ENSG00000118046,STK11,ENSDARG00000046074,stk11
ENSG00000143149,ALDH9A1,ENSDARG00000055331,aldh9a1a.2
ENSG00000143149,ALDH9A1,ENSDARG00000069100,aldh9a1a.1
ENSG00000104953,TLE6,ENSDARG00000042484,tle2a
ENSG00000203852,H3C15,ENSDARG00000112967,
ENSG00000203852,H3C15,ENSDARG00000105359,FP325123.1
ENSG00000143164,DCAF6,ENSDARG00000078311,dcaf6
ENSG00000179796,LRRC3B,ENSDARG00000063215,lrrc3b
ENSG00000134533,RERG,ENSDARG00000104632,RERG
ENSG00000176040,TMPRSS7,ENSDARG00000116575,CR352265.3
ENSG00000139289,PHLDA1,ENSDARG00000099129,phlda1
ENSG00000177981,ASB8,ENSDARG00000003383,asb8
ENSG00000169554,ZEB2,ENSDARG00000078416,zeb2b
ENSG00000169554,ZEB2,ENSDARG00000062338,zeb2a
ENSG00000167528,ZNF641,ENSDARG00000036855,plagx
ENSG00000167528,ZNF641,ENSDARG00000076657,plagl2
ENSG00000167528,ZNF641,ENSDARG00000078256,ovol1b
ENSG00000167528,ZNF641,ENSDARG00000076472,ovol1a
ENSG00000149548,CCDC15,ENSDARG00000067517,ccdc15
ENSG00000161091,MFSD12,ENSDARG00000061908,mfsd12a
ENSG00000165478,HEPACAM,ENSDARG00000112032,HEPACAM
ENSG00000165478,HEPACAM,ENSDARG00000056934,hepacama
ENSG00000122435,TRMT13,ENSDARG00000102846,trmt13
ENSG00000135424,ITGA7,ENSDARG00000109859,CABZ01072242.1
ENSG00000203811,H3C14,ENSDARG00000105459,
ENSG00000120341,SEC16B,ENSDARG00000099554,sec16b
ENSG00000166181,API5,ENSDARG00000033597,api5
ENSG00000142224,IL19,ENSDARG00000090344,il19l
ENSG00000187144,SPATA21,ENSDARG00000042937,si:dkey-256e7.5
ENSG00000006042,TMEM98,ENSDARG00000059743,tmem98
ENSG00000052841,TTC17,ENSDARG00000044812,ttc17
ENSG00000117114,ADGRL2,ENSDARG00000069356,adgrl2a
ENSG00000196589,MBD3L2B,ENSDARG00000061774,mbd3a
ENSG00000099783,HNRNPM,ENSDARG00000061735,hnrnpm
ENSG00000163848,ZNF148,ENSDARG00000055106,znf148
ENSG00000176148,TCP11L1,ENSDARG00000031890,tcp11l1
ENSG00000186868,MAPT,ENSDARG00000089314,mapta
ENSG00000186868,MAPT,ENSDARG00000087616,maptb
ENSG00000060709,RIMBP2,ENSDARG00000104101,RIMBP2
ENSG00000060709,RIMBP2,ENSDARG00000001154,rimbp2
ENSG00000153086,ACMSD,ENSDARG00000062549,acmsd
ENSG00000176102,CSTF3,ENSDARG00000018904,cstf3
ENSG00000176601,MAP3K19,ENSDARG00000094272,map3k19
ENSG00000168811,IL12A,ENSDARG00000038878,il12a
ENSG00000168811,IL12A,ENSDARG00000067814,zmp:0000001127
ENSG00000110422,HIPK3,ENSDARG00000062082,hipk3b
ENSG00000160117,ANKLE1,ENSDARG00000087529,zgc:85936
ENSG00000173950,XXYLT1,ENSDARG00000088799,xxylt1
ENSG00000059804,SLC2A3,ENSDARG00000037861,slc2a3b
ENSG00000059804,SLC2A3,ENSDARG00000001937,LO018422.1
ENSG00000059804,SLC2A3,ENSDARG00000070672,slc2a9l1
ENSG00000059804,SLC2A3,ENSDARG00000062873,slc2a11l
ENSG00000114331,ACAP2,ENSDARG00000060783,acap2
ENSG00000114331,ACAP2,ENSDARG00000056478,ACAP2
ENSG00000127220,ABHD8,ENSDARG00000076620,abhd8b
ENSG00000127220,ABHD8,ENSDARG00000103518,abhd8a
ENSG00000115839,RAB3GAP1,ENSDARG00000098079,rab3gap1
ENSG00000196498,NCOR2,ENSDARG00000000966,ncor2
ENSG00000110427,KIAA1549L,ENSDARG00000062477,kiaa1549la
ENSG00000110427,KIAA1549L,ENSDARG00000062086,kiaa1549lb
ENSG00000130312,MRPL34,ENSDARG00000092954,mrpl34
ENSG00000130311,DDA1,ENSDARG00000076074,dda1
ENSG00000135363,LMO2,ENSDARG00000095019,lmo2
ENSG00000184203,PPP1R2,ENSDARG00000054007,ppp1r2
ENSG00000074855,ANO8,ENSDARG00000076265,ano8a
ENSG00000074855,ANO8,ENSDARG00000077229,ano8b
ENSG00000179270,PCARE,ENSDARG00000095802,pcare2
ENSG00000179270,PCARE,ENSDARG00000102288,CABZ01056321.1
ENSG00000144152,FBLN7,ENSDARG00000089519,fbln7
ENSG00000135387,CAPRIN1,ENSDARG00000054272,caprin1b
ENSG00000135387,CAPRIN1,ENSDARG00000009346,caprin1a
ENSG00000176749,CDK5R1,ENSDARG00000037916,cdk5r1a
ENSG00000176749,CDK5R1,ENSDARG00000045087,cdk5r1b
ENSG00000176658,MYO1D,ENSDARG00000036863,MYO1D
ENSG00000189058,APOD,ENSDARG00000057437,apodb
ENSG00000189058,APOD,ENSDARG00000060350,apoda.2
ENSG00000189058,APOD,ENSDARG00000060345,apoda.1
ENSG00000130299,GTPBP3,ENSDARG00000018650,gtpbp3
ENSG00000113966,ARL6,ENSDARG00000032056,arl6
ENSG00000183671,CMKLR2,ENSDARG00000101366,gpr1
ENSG00000144771,LRTM1,ENSDARG00000098742,lrtm1
ENSG00000139620,KANSL2,ENSDARG00000056318,kansl2
ENSG00000157388,CACNA1D,ENSDARG00000102773,cacna1da
ENSG00000157388,CACNA1D,ENSDARG00000115603,cacna1db
ENSG00000157388,CACNA1D,ENSDARG00000110642,cacna1db
ENSG00000138356,AOX1,ENSDARG00000020054,aox6
ENSG00000135372,NAT10,ENSDARG00000054259,nat10
ENSG00000266714,MYO15B,ENSDARG00000074852,myo15b
ENSG00000221491,SNORA2C,ENSDARG00000081648,BX957326.1
ENSG00000206612,SNORA2A,ENSDARG00000081648,BX957326.1
ENSG00000129315,CCNT1,ENSDARG00000017525,ccnt1
ENSG00000130300,PLVAP,ENSDARG00000045003,plvapb
ENSG00000130300,PLVAP,ENSDARG00000076972,plvapa
ENSG00000141971,MVB12A,ENSDARG00000099741,mvb12a
ENSG00000185046,ANKS1B,ENSDARG00000003512,anks1b
ENSG00000082153,BZW1,ENSDARG00000099148,bzw1b
ENSG00000082153,BZW1,ENSDARG00000010481,bzw1a
ENSG00000130304,SLC27A1,ENSDARG00000006240,slc27a1a
ENSG00000130304,SLC27A1,ENSDARG00000104949,slc27a1b
ENSG00000196535,MYO18A,ENSDARG00000061862,myo18ab
ENSG00000196535,MYO18A,ENSDARG00000075752,myo18aa
ENSG00000158816,VWA5B1,ENSDARG00000059705,vwa5b1
ENSG00000115295,CLIP4,ENSDARG00000096961,si:dkeyp-47f9.4
ENSG00000117013,KCNQ4,ENSDARG00000089490,kcnq4
ENSG00000207971,MIR125B1,ENSDARG00000080032,dre-mir-125b-2
ENSG00000207971,MIR125B1,ENSDARG00000081350,dre-mir-125b-1
ENSG00000179862,CITED4,ENSDARG00000101009,cited4b
ENSG00000179862,CITED4,ENSDARG00000035990,cited4a
ENSG00000198975,MIRLET7A2,ENSDARG00000081785,dre-let-7a-2
ENSG00000198975,MIRLET7A2,ENSDARG00000082755,dre-let-7a-4
ENSG00000110076,NRXN2,ENSDARG00000113112,NRXN2
ENSG00000081277,PKP1,ENSDARG00000090598,pkp1a
ENSG00000081277,PKP1,ENSDARG00000052705,pkp1b
ENSG00000135517,MIP,ENSDARG00000037285,mipa
ENSG00000135517,MIP,ENSDARG00000013963,mipb
ENSG00000120094,HOXB1,ENSDARG00000054033,hoxb1b
ENSG00000176422,SPRYD4,ENSDARG00000023309,spryd4
ENSG00000173917,HOXB2,ENSDARG00000000175,hoxb2a
ENSG00000135423,GLS2,ENSDARG00000002917,gls2b
ENSG00000135423,GLS2,ENSDARG00000069095,gls2a
ENSG00000120093,HOXB3,ENSDARG00000029263,hoxb3a
ENSG00000174307,PHLDA3,ENSDARG00000037804,phlda3
ENSG00000159176,CSRP1,ENSDARG00000006603,csrp1a
ENSG00000159176,CSRP1,ENSDARG00000030980,csrp1b
ENSG00000171777,RASGRP4,ENSDARG00000061796,rasgrp4
ENSG00000182742,HOXB4,ENSDARG00000013533,hoxb4a
ENSG00000284038,MIR10A,ENSDARG00000082315,dre-mir-10a
ENSG00000120075,HOXB5,ENSDARG00000013057,hoxb5a
ENSG00000120075,HOXB5,ENSDARG00000054030,hoxb5b
ENSG00000108511,HOXB6,ENSDARG00000010630,hoxb6a
ENSG00000260027,HOXB7,ENSDARG00000056030,hoxb7a
ENSG00000120068,HOXB8,ENSDARG00000054025,hoxb8b
ENSG00000120068,HOXB8,ENSDARG00000056027,hoxb8a
ENSG00000170689,HOXB9,ENSDARG00000056023,hoxb9a
ENSG00000198700,IPO9,ENSDARG00000016753,ipo9
ENSG00000170425,ADORA2B,ENSDARG00000002533,adora2b
ENSG00000214941,ZSWIM7,ENSDARG00000067608,zswim7
ENSG00000163464,CXCR1,ENSDARG00000054975,cxcr2
ENSG00000163466,ARPC2,ENSDARG00000075989,arpc2
ENSG00000198892,SHISA4,ENSDARG00000006307,shisa4
ENSG00000076067,RBMS2,ENSDARG00000056150,rbms2b
ENSG00000076067,RBMS2,ENSDARG00000044179,rbms2a
ENSG00000134369,NAV1,ENSDARG00000078011,NAV1
ENSG00000134369,NAV1,ENSDARG00000058771,nav1b
ENSG00000011295,TTC19,ENSDARG00000074435,ttc19
ENSG00000127837,AAMP,ENSDARG00000045019,aamp
ENSG00000141027,NCOR1,ENSDARG00000035285,ncor1
ENSG00000186364,NUDT17,ENSDARG00000008014,nudt17
ENSG00000135926,TMBIM1,ENSDARG00000109373,tmbim1b
ENSG00000135926,TMBIM1,ENSDARG00000058323,tmbim1a
ENSG00000125740,FOSB,ENSDARG00000055751,fosb
ENSG00000051009,FHIP1B,ENSDARG00000078188,fam160a2
ENSG00000139567,ACVRL1,ENSDARG00000018179,acvrl1
ENSG00000139567,ACVRL1,ENSDARG00000014986,acvr1l
ENSG00000108312,UBTF,ENSDARG00000035066,ubtf
ENSG00000079387,SENP1,ENSDARG00000078574,si:dkey-21c19.3
ENSG00000132259,CNGA4,ENSDARG00000069383,cnga4
ENSG00000110148,CCKBR,ENSDARG00000076824,CCKBR
ENSG00000110148,CCKBR,ENSDARG00000074117,si:dkey-1h24.2
ENSG00000265241,RBM8A,ENSDARG00000016516,rbm8a
ENSG00000167615,LENG8,ENSDARG00000076805,leng8
ENSG00000116489,CAPZA1,ENSDARG00000034240,capza1a
ENSG00000116489,CAPZA1,ENSDARG00000056090,capza1b
ENSG00000166313,APBB1,ENSDARG00000076560,apbb1
ENSG00000152556,PFKM,ENSDARG00000014179,pfkma
ENSG00000152556,PFKM,ENSDARG00000060797,pfkmb
ENSG00000131845,ZNF304,ENSDARG00000098424,CABZ01079241.1
ENSG00000131845,ZNF304,ENSDARG00000074453,zfx
ENSG00000199121,MIR26B,ENSDARG00000080579,dre-mir-26b
ENSG00000199121,MIR26B,ENSDARG00000080591,dre-mir-26a-1
ENSG00000127831,VIL1,ENSDARG00000040466,vil1
ENSG00000184599,TAFA3,ENSDARG00000020292,
ENSG00000184599,TAFA3,ENSDARG00000079446,TAFA3
ENSG00000184599,TAFA3,ENSDARG00000062471,tafa4b
ENSG00000155363,MOV10,ENSDARG00000056065,mov10b.2
ENSG00000155363,MOV10,ENSDARG00000061177,mov10b.1
ENSG00000155363,MOV10,ENSDARG00000015829,mov10a
ENSG00000188785,ZNF548,ENSDARG00000098424,CABZ01079241.1
ENSG00000188785,ZNF548,ENSDARG00000074453,zfx
ENSG00000160551,TAOK1,ENSDARG00000069603,taok1a
ENSG00000160551,TAOK1,ENSDARG00000098304,taok1b
ENSG00000012061,ERCC1,ENSDARG00000031680,ercc1
ENSG00000127838,PNKD,ENSDARG00000071032,pnkd
ENSG00000129245,FXR2,ENSDARG00000016260,fxr2
ENSG00000158428,CATIP,ENSDARG00000063009,catip
ENSG00000161533,ACOX1,ENSDARG00000014727,acox1
ENSG00000172318,B3GALT1,ENSDARG00000079700,b3galt1a
ENSG00000166435,XRRA1,ENSDARG00000089578,xrra1
ENSG00000079805,DNM2,ENSDARG00000103054,dnm2b
ENSG00000079805,DNM2,ENSDARG00000069937,dnm2a
ENSG00000079805,DNM2,ENSDARG00000113332,CABZ01084501.2
ENSG00000152291,TGOLN2,ENSDARG00000102599,si:ch1073-392o20.2
ENSG00000042445,RETSAT,ENSDARG00000018600,retsat
ENSG00000042445,RETSAT,ENSDARG00000070140,RETSAT
ENSG00000120656,TAF12,ENSDARG00000104030,taf12
ENSG00000115459,ELMOD3,ENSDARG00000074742,elmod3
ENSG00000197780,TAF13,ENSDARG00000070834,taf13
ENSG00000136628,EPRS1,ENSDARG00000060494,eprs1
ENSG00000127616,SMARCA4,ENSDARG00000104339,SMARCA4
ENSG00000127616,SMARCA4,ENSDARG00000077226,smarca4a
ENSG00000139546,TARBP2,ENSDARG00000070471,tarbp2
ENSG00000062282,DGAT2,ENSDARG00000018846,dgat2
ENSG00000073711,PPP2R3A,ENSDARG00000077722,ppp2r3a
ENSG00000166436,TRIM66,ENSDARG00000054332,trim66
ENSG00000162813,BPNT1,ENSDARG00000043684,bpnt1
ENSG00000186104,CYP2R1,ENSDARG00000056587,cyp2r1
ENSG00000109062,NHERF1,ENSDARG00000000068,slc9a3r1a
ENSG00000109062,NHERF1,ENSDARG00000102503,slc9a3r1b
ENSG00000109065,NAT9,ENSDARG00000071425,nat9
ENSG00000114054,PCCB,ENSDARG00000038910,pccb
ENSG00000067704,IARS2,ENSDARG00000044134,iars2
ENSG00000110321,EIF4G2,ENSDARG00000020377,eif4g2a
ENSG00000110321,EIF4G2,ENSDARG00000057167,eif4g2b
ENSG00000042493,CAPG,ENSDARG00000035560,capga
ENSG00000042493,CAPG,ENSDARG00000099672,capgb
ENSG00000118873,RAB3GAP2,ENSDARG00000044136,rab3gap2
ENSG00000109066,TMEM104,ENSDARG00000088560,tmem104
ENSG00000161509,GRIN2C,ENSDARG00000077560,grin2cb
ENSG00000126746,ZNF384,ENSDARG00000001015,znf384l
ENSG00000126746,ZNF384,ENSDARG00000089032,si:ch211-154o6.2
ENSG00000177728,TMEM94,ENSDARG00000074506,tmem94
ENSG00000168906,MAT2A,ENSDARG00000040334,mat2aa
ENSG00000168906,MAT2A,ENSDARG00000037121,mat2ab
ENSG00000118640,VAMP8,ENSDARG00000024116,vamp8
ENSG00000168899,VAMP5,ENSDARG00000068262,vamp5
ENSG00000168894,RNF181,ENSDARG00000023958,rnf181
ENSG00000134954,ETS1,ENSDARG00000024431,ets1
ENSG00000151067,CACNA1C,ENSDARG00000008398,cacna1c
ENSG00000168890,TMEM150A,ENSDARG00000035184,tmem150ab
ENSG00000168890,TMEM150A,ENSDARG00000068227,tmem150aa
ENSG00000222370,SNORA36B,ENSDARG00000083089,SNORA36B
ENSG00000174579,MSL2,ENSDARG00000039430,msl2b
ENSG00000174579,MSL2,ENSDARG00000038909,msl2a
ENSG00000168883,USP39,ENSDARG00000041908,usp39
ENSG00000143776,CDC42BPA,ENSDARG00000104283,cdc42bpaa
ENSG00000143776,CDC42BPA,ENSDARG00000016464,cdc42bpab
ENSG00000187672,ERC2,ENSDARG00000105178,erc2
ENSG00000163508,EOMES,ENSDARG00000006640,eomesa
ENSG00000163508,EOMES,ENSDARG00000104243,eomesb
ENSG00000133703,KRAS,ENSDARG00000010844,kras
ENSG00000167244,IGF2,ENSDARG00000018643,igf2a
ENSG00000167244,IGF2,ENSDARG00000033307,igf2b
ENSG00000139370,SLC15A4,ENSDARG00000102612,slc15a4
ENSG00000168887,C2orf68,ENSDARG00000059459,C5H2orf68
ENSG00000168878,SFTPB,ENSDARG00000067566,sftpbb
ENSG00000168878,SFTPB,ENSDARG00000094708,sftpba
ENSG00000151948,GLT1D1,ENSDARG00000091241,glt1d1
ENSG00000150672,DLG2,ENSDARG00000099323,dlg2
ENSG00000169507,SLC38A11,ENSDARG00000040257,slc38a11
ENSG00000111641,NOP2,ENSDARG00000043304,nop2
ENSG00000132196,HSD17B7,ENSDARG00000088140,hsd17b7
ENSG00000135930,EIF4E2,ENSDARG00000038585,eif4e2
ENSG00000131368,MRPS25,ENSDARG00000041306,mrps25
ENSG00000173706,HEG1,ENSDARG00000018441,heg1
ENSG00000143942,CHAC2,ENSDARG00000055078,chac2
ENSG00000119737,GPR75,ENSDARG00000098526,gpr75
ENSG00000068878,PSME4,ENSDARG00000018742,psme4b
ENSG00000068878,PSME4,ENSDARG00000087911,psme4a
ENSG00000163938,GNL3,ENSDARG00000006219,gnl3
ENSG00000167566,NCKAP5L,ENSDARG00000079148,nckap5l
ENSG00000016864,GLT8D1,ENSDARG00000040157,glt8d1
ENSG00000186666,BCDIN3D,ENSDARG00000074111,bcdin3d
ENSG00000135472,FAIM2,ENSDARG00000105362,faim2b
ENSG00000068912,ERLEC1,ENSDARG00000086309,erlec1
ENSG00000170948,MBD3L1,ENSDARG00000061774,mbd3a
ENSG00000182446,NPLOC4,ENSDARG00000100487,nploc4
ENSG00000114902,SPCS1,ENSDARG00000059298,spcs1
ENSG00000114904,NEK4,ENSDARG00000040152,nek4
ENSG00000152689,RASGRP3,ENSDARG00000077864,rasgrp3
ENSG00000161798,AQP5,ENSDARG00000058678,aqp10b
ENSG00000161798,AQP5,ENSDARG00000007086,aqp10a
ENSG00000161798,AQP5,ENSDARG00000089749,aqp8b
ENSG00000161798,AQP5,ENSDARG00000071592,aqp8a.2
ENSG00000197170,PSMD12,ENSDARG00000052377,psmd12
ENSG00000086159,AQP6,ENSDARG00000058678,aqp10b
ENSG00000086159,AQP6,ENSDARG00000007086,aqp10a
ENSG00000086159,AQP6,ENSDARG00000053480,aqp9b
ENSG00000086159,AQP6,ENSDARG00000089749,aqp8b
ENSG00000086159,AQP6,ENSDARG00000071592,aqp8a.2
ENSG00000178202,POGLUT3,ENSDARG00000021408,poglut3
ENSG00000161800,RACGAP1,ENSDARG00000015460,racgap1
ENSG00000119812,FAM98A,ENSDARG00000078391,fam98a
ENSG00000014138,POLA2,ENSDARG00000015070,pola2
ENSG00000067191,CACNB1,ENSDARG00000002167,cacnb1
ENSG00000115486,GGCX,ENSDARG00000067805,ggcx
ENSG00000160588,MPZL3,ENSDARG00000101913,CABZ01092156.1
ENSG00000087111,PIGS,ENSDARG00000017813,pigs
ENSG00000110881,ASIC1,ENSDARG00000008329,asic1a
ENSG00000272573,MUSTN1,ENSDARG00000089086,mustn1b
ENSG00000272573,MUSTN1,ENSDARG00000054026,mustn1a
ENSG00000213533,STIMATE,ENSDARG00000013694,stimate
ENSG00000117461,PIK3R3,ENSDARG00000103038,pik3r3a
ENSG00000117461,PIK3R3,ENSDARG00000034409,pik3r3b
ENSG00000162267,ITIH3,ENSDARG00000055036,itih3a
ENSG00000162267,ITIH3,ENSDARG00000055053,itih1
ENSG00000134333,LDHA,ENSDARG00000101251,ldha
ENSG00000119771,KLHL29,ENSDARG00000043799,KLHL29
ENSG00000119771,KLHL29,ENSDARG00000087688,klhl29
ENSG00000117472,TSPAN1,ENSDARG00000052027,tspan1
ENSG00000066117,SMARCD1,ENSDARG00000019004,smarcd1
ENSG00000073737,DHRS9,ENSDARG00000019260,dhrs9
ENSG00000141858,SAMD1,ENSDARG00000074604,phc3
ENSG00000141858,SAMD1,ENSDARG00000102810,samd1a
ENSG00000141858,SAMD1,ENSDARG00000079167,si:ch211-230g15.5
ENSG00000142347,MYO1F,ENSDARG00000078734,myo1f
ENSG00000171357,LURAP1,ENSDARG00000115301,lurap1
ENSG00000085999,RAD54L,ENSDARG00000018623,rad54l
ENSG00000168026,TTC21A,ENSDARG00000116146,CU633479.6
ENSG00000082438,COBLL1,ENSDARG00000089858,cobll1a
ENSG00000082438,COBLL1,ENSDARG00000102829,cobll1b
ENSG00000167588,GPD1,ENSDARG00000043701,gpd1a
ENSG00000167588,GPD1,ENSDARG00000043180,gpd1b
ENSG00000139624,CERS5,ENSDARG00000002365,cers5
ENSG00000085998,POMGNT1,ENSDARG00000052025,pomgnt1
ENSG00000130595,TNNT3,ENSDARG00000068457,tnnt3b
ENSG00000130595,TNNT3,ENSDARG00000030270,tnnt3a
ENSG00000214021,TTLL3,ENSDARG00000053728,ttll3
ENSG00000153179,RASSF3,ENSDARG00000059064,rassf3
ENSG00000171435,KSR2,ENSDARG00000094526,ksr2
ENSG00000079150,FKBP7,ENSDARG00000010962,fkbp7
ENSG00000141582,CBX4,ENSDARG00000099441,cbx4
ENSG00000111445,RFC5,ENSDARG00000035634,rfc5
ENSG00000091409,ITGA6,ENSDARG00000056018,itga6l
ENSG00000091409,ITGA6,ENSDARG00000069946,itga6b
ENSG00000091409,ITGA6,ENSDARG00000042282,itga6a
ENSG00000091409,ITGA6,ENSDARG00000099348,CU469503.1
ENSG00000167291,TBC1D16,ENSDARG00000036994,tbc1d16
ENSG00000122966,CIT,ENSDARG00000088825,citb
ENSG00000122966,CIT,ENSDARG00000089856,cita
ENSG00000173821,RNF213,ENSDARG00000099465,rnf213a
ENSG00000173821,RNF213,ENSDARG00000113458,CABZ01058333.1
ENSG00000168066,SF1,ENSDARG00000008188,sf1
ENSG00000176542,USF3,ENSDARG00000077431,usf3
ENSG00000121579,NAA50,ENSDARG00000027825,naa50
ENSG00000226321,CROCC2,ENSDARG00000017425,crocc2
ENSG00000226321,CROCC2,ENSDARG00000020834,si:dkey-230p4.1
ENSG00000115762,PLEKHB2,ENSDARG00000013928,plekhb2
ENSG00000178075,GRAMD1C,ENSDARG00000076238,gramd1c
ENSG00000117475,BLZF1,ENSDARG00000011299,blzf1
ENSG00000117477,CCDC181,ENSDARG00000062021,ccdc181
ENSG00000117479,SLC19A2,ENSDARG00000059712,slc19a2
ENSG00000198734,F5,ENSDARG00000055705,f5
ENSG00000178035,IMPDH2,ENSDARG00000006900,impdh2
ENSG00000175906,ARL4D,ENSDARG00000045074,arl4d
ENSG00000123989,CHPF,ENSDARG00000078037,chpfb
ENSG00000067596,DHX8,ENSDARG00000054707,dhx8
ENSG00000099260,PALMD,ENSDARG00000001913,palmda
ENSG00000099260,PALMD,ENSDARG00000034321,palmdb
ENSG00000099260,PALMD,ENSDARG00000116789,CR352310.2
ENSG00000144057,ST6GAL2,ENSDARG00000088515,st6gal2b
ENSG00000144057,ST6GAL2,ENSDARG00000039335,st6gal2a
ENSG00000203685,STUM,ENSDARG00000041915,stum
ENSG00000160703,NLRX1,ENSDARG00000073724,nlrx1
ENSG00000256977,LIMS3,ENSDARG00000014976,lims2
ENSG00000198218,QRICH1,ENSDARG00000019797,qrich1
ENSG00000162972,MAIP1,ENSDARG00000069671,maip1
ENSG00000175832,ETV4,ENSDARG00000018303,etv4
ENSG00000116996,ZP4,ENSDARG00000113246,CABZ01051901.1
ENSG00000139718,SETD1B,ENSDARG00000060847,setd1ba
ENSG00000240747,KRBOX1,ENSDARG00000075639,si:ch211-89o9.6
ENSG00000277610,RNVU1-4,ENSDARG00000084068,CT574575.1
ENSG00000263353,PPIAL4A,ENSDARG00000007409,ppifa
ENSG00000263353,PPIAL4A,ENSDARG00000103994,ppiab
ENSG00000263353,PPIAL4A,ENSDARG00000009212,ppiaa
ENSG00000127125,PPCS,ENSDARG00000061889,ppcs
ENSG00000158104,HPD,ENSDARG00000044935,hpdb
ENSG00000005102,MEOX1,ENSDARG00000007891,meox1
ENSG00000166961,MS4A15,ENSDARG00000026616,zgc:113425
ENSG00000166961,MS4A15,ENSDARG00000094809,ms4a17a.11
ENSG00000166961,MS4A15,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000166961,MS4A15,ENSDARG00000095695,ms4a17a.10
ENSG00000166961,MS4A15,ENSDARG00000043798,ms4a17a.1
ENSG00000166961,MS4A15,ENSDARG00000097527,ms4a17a.5
